
__MAGICC 7.X DATA OUTPUT FILE__

OUTPUT:  DAT_SURFACE_TEMP
RUN:   SLR_AISSID_RCP45                                                                                                              
RUN_ID:                               1
DATE:   No Date specified.                                                                                                            
MAGICC-VERSION:   7.0.0.1 BETA, MAY 2016                                                                              

&THISFILE_SPECIFICATIONS
 THISFILE_DATACOLUMNS=          0,
 THISFILE_FIRSTYEAR=       1850,
 THISFILE_LASTYEAR=       2500,
 THISFILE_ANNUALSTEPS=          1,
 THISFILE_FIRSTDATAROW=         21,
 THISFILE_UNITS="K                                                                                                   ",
 THISFILE_DATTYPE="FOURBOXDATA                                                                                         ",
 /

   YEARS   GLOBAL    NH-OCEAN   NH-LAND   SH-OCEAN   SH-LAND
      2396      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2397      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2398      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2399      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2400      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2401      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2402      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2403      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2404      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2405      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2406      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2407      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2408      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2409      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2410      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2411      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2412      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2413      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2414      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2415      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2416      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2417      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2418      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2419      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2420      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2421      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2422      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2423      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2424      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2425      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2426      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2427      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2428      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2429      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2430      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2431      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2432      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2433      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2434      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2435      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2436      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2437      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2438      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2439      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2440      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2441      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2442      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2443      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2444      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2445      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2446      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2447      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2448      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2449      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2450      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2451      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2452      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2453      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2454      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2455      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2456      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2457      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2458      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2459      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2460      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2461      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2462      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2463      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2464      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2465      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2466      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2467      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2468      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2469      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2470      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2471      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2472      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2473      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2474      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2475      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2476      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2477      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2478      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2479      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2480      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2481      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2482      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2483      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2484      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2485      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2486      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2487      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2488      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2489      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2490      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2491      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2492      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2493      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2494      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2495      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2496      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2497      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2498      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2499      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
      2500      0.34795612E+01      0.31068424E+01      0.44556605E+01      0.31304386E+01      0.38701426E+01
